Name,Gender,Height,Education Level,Eye Color,Married,Salary Income,Depressed
Katey Braisted,Male,149,Low,Blue,Yes,56000000,No
Dulcy Hugli,Male,143,High,Blue,Yes,44000000,No
Andee Pillington,Female,142,Low,Brown,Yes,57000000,Yes
Lucie Mathiot,Male,157,Intermediate,Blue,Yes,53000000,No
Lotte Farress,Male,150,High,Brown,No,83000000,Yes
Sumner Emlyn,Female,151,Low,Brown,No,123000000,Yes
Fitzgerald Rosso,Female,151,Intermediate,Blue,No,78000000,No
Hetty Brittian,Male,143,High,Blue,Yes,108000000,No
Jan Banks,Male,152,Intermediate,Blue,Yes,34000000,No
Katti Oakeby,Male,152,High,Gray,No,58000000,Yes
Magdalene Gumbrell,Male,143,Low,Black,No,59000000,No
Letta Joselin,Female,170,Intermediate,Gray,No,44000000,Yes
Andonis Burkett,Male,163,Intermediate,Gray,Yes,109000000,No
Milena Double,Male,157,High,Blue,Yes,74000000,No
Ki Foggo,Male,163,Intermediate,Black,Yes,105000000,No
Nessi Chadd,Female,162,Low,Brown,No,92000000,Yes
Calhoun Pantridge,Female,147,Intermediate,Brown,No,3000000,Yes
Aleksandr Sherrocks,Male,159,Intermediate,Gray,No,10000000,Yes
Merrily Elfitt,Male,153,Intermediate,Brown,Yes,10000000,Yes
Gregory Feige,Female,145,Intermediate,Gray,Yes,52000000,No
Zacherie Rosborough,Male,165,High,Brown,No,49000000,Yes
Stanislaus Dowson,Male,140,Intermediate,Gray,Yes,44000000,Yes
Sophey Bowkett,Male,150,Low,Brown,No,83000000,Yes
Ravi Collingridge,Female,172,Low,Blue,No,131000000,Yes
Laurence Pilfold,Female,171,Low,Black,Yes,104000000,No
Arline Sutor,Female,150,Low,Black,Yes,47000000,No
Farrel Bruneau,Male,160,Low,Brown,Yes,8000000,Yes
Anita Hobden,Male,142,Low,Black,No,86000000,No
Waylon Challiner,Male,177,Intermediate,Brown,No,20000000,Yes
Vikki McDyer,Male,143,Intermediate,Blue,Yes,120000000,Yes
Jamison Schimek,Female,160,Low,Gray,Yes,33000000,Yes
Christos Mangion,Female,156,High,Blue,Yes,2000000,No
Amil Turrill,Female,167,Intermediate,Black,No,17000000,No
Willetta Gormally,Male,156,Intermediate,Brown,No,60000000,Yes
Jess Lightewood,Male,161,Low,Gray,No,40000000,Yes
Sanders Kerby,Female,151,Low,Black,Yes,96000000,No
Fulton Mc Carrick,Female,171,Intermediate,Black,Yes,114000000,No
Farlee Mebes,Female,160,Intermediate,Black,Yes,63000000,No
Valentin Yukhtin,Male,154,Intermediate,Blue,Yes,76000000,No
Isaac Van Ross,Male,156,Intermediate,Blue,Yes,56000000,No
Felipa Gerlts,Female,164,Low,Gray,No,44000000,Yes
Berte Richarz,Male,163,High,Black,Yes,56000000,No
Franz Vossing,Female,179,Intermediate,Brown,Yes,106000000,No
Chelsy Abby,Female,142,High,Black,Yes,47000000,No
Al Dunbabin,Female,178,Low,Brown,No,48000000,Yes
Binnie Wickling,Male,155,Intermediate,Gray,Yes,81000000,Yes
Allin Clemow,Male,161,Intermediate,Black,No,16000000,Yes
Meggi Nutter,Male,146,Low,Brown,Yes,113000000,No
Doralynne Robak,Female,152,Intermediate,Brown,Yes,69000000,No
Morna Gaskin,Male,142,Low,Black,Yes,62000000,No
Fitzgerald Jacks,Male,177,Intermediate,Black,Yes,57000000,No
Lilas Kilborn,Female,171,Low,Black,No,125000000,No
Charmaine Gotthard,Male,177,Low,Brown,Yes,52000000,Yes
Orlando Goodrich,Female,140,High,Brown,No,106000000,Yes
Luciano Rosenau,Male,180,Low,Brown,No,3000000,Yes
Beverie Sharvell,Male,146,Intermediate,Blue,Yes,143000000,No
Thedric Conew,Male,176,High,Black,Yes,76000000,No
Hal Coppin,Female,179,Low,Black,Yes,69000000,No
Inna Shee,Male,142,High,Black,Yes,70000000,No
Tremaine Merrisson,Male,161,Low,Brown,No,32000000,Yes
Wylie Capaldo,Female,144,Intermediate,Black,No,97000000,Yes
Brian Plumbe,Female,184,High,Blue,Yes,133000000,No
Elbertine Jessup,Female,148,High,Brown,Yes,134000000,No
Benton Creswell,Female,165,High,Blue,Yes,50000000,No
Janetta Gronav,Male,156,Low,Brown,No,28000000,Yes
Laura Florez,Male,181,Low,Brown,No,23000000,Yes
Dorothy Rubens,Female,172,High,Gray,No,46000000,Yes
Amie Tanton,Female,147,Intermediate,Blue,Yes,136000000,No
Griz Moyes,Male,155,High,Blue,Yes,135000000,No
Anetta Livingston,Female,151,High,Gray,No,13000000,No
Derek Legerwood,Male,176,Intermediate,Black,Yes,146000000,No
Derwin Denisard,Male,179,High,Black,Yes,45000000,No
Elwood Caddock,Male,152,Intermediate,Brown,No,15000000,Yes
Alfie Gohier,Female,156,Intermediate,Gray,Yes,74000000,No
Sherilyn Plom,Female,167,Low,Gray,Yes,68000000,Yes
Benedick Manders,Female,179,Intermediate,Blue,Yes,64000000,No
Adelice Maclean,Male,183,High,Gray,No,147000000,No
Latia Vequaud,Male,151,Intermediate,Blue,Yes,26000000,No
Gauthier O'Dooghaine,Female,167,Low,Black,Yes,133000000,No
Umberto Janc,Male,158,High,Blue,Yes,134000000,No
Beatrix Jeenes,Male,182,Intermediate,Brown,No,10000000,Yes
Kalli Mitchelson,Female,141,High,Blue,No,41000000,Yes
Allys Rabb,Male,166,High,Gray,No,4000000,Yes
Horst Giovanardi,Female,143,Intermediate,Black,Yes,65000000,No
Jolyn Ipplett,Female,147,Low,Blue,Yes,42000000,No
Modesty De Bischop,Female,163,High,Gray,No,30000000,Yes
Nicola Kubatsch,Male,151,Intermediate,Gray,No,65000000,Yes
Cindy La Croce,Female,148,High,Black,Yes,7000000,No
Michaella Skudder,Male,160,High,Gray,Yes,129000000,No
Charlene Bagby,Female,140,High,Black,Yes,58000000,No
Antonina Lawlee,Female,152,Intermediate,Brown,No,47000000,Yes
Glenda Tumini,Female,150,Intermediate,Brown,No,37000000,Yes
Kyle Girodin,Female,183,Low,Blue,No,69000000,Yes
Vale Ciobotaru,Male,170,Low,Blue,No,66000000,Yes
Vina Pullinger,Male,161,Intermediate,Brown,Yes,118000000,Yes
Valene Reckhouse,Male,152,High,Blue,Yes,109000000,No
Sloane McCusker,Female,174,Intermediate,Brown,Yes,43000000,No
Burlie Agdahl,Male,145,Intermediate,Blue,Yes,118000000,No
Anet Matzeitis,Female,175,Low,Gray,Yes,26000000,Yes
Sasha Heigho,Male,158,Low,Brown,No,132000000,Yes
Archibald Caple,Female,165,Low,Brown,No,17000000,Yes
Ellene Auld,Male,140,Intermediate,Gray,No,40000000,Yes
Crista Borsay,Male,156,Intermediate,Brown,No,122000000,Yes
Chantalle Pavluk,Female,153,High,Black,Yes,34000000,No
Ase Lagne,Female,153,Intermediate,Black,No,61000000,No
Salim Anglin,Female,182,Low,Gray,No,54000000,Yes
Orlan Craydon,Male,144,Intermediate,Black,Yes,107000000,No
Heidie Thomel,Male,168,Intermediate,Blue,No,21000000,Yes
Sonia Calton,Male,174,Intermediate,Blue,Yes,127000000,No
Queenie Marvelley,Female,153,High,Gray,No,29000000,Yes
Artemus Tooby,Male,157,High,Black,Yes,41000000,No
Malinda Reichardt,Male,144,High,Black,Yes,132000000,No
Mahala Lakeland,Female,159,Low,Gray,Yes,28000000,Yes
Matty Purselowe,Male,162,Low,Brown,Yes,20000000,Yes
Des Yurasov,Male,142,Intermediate,Black,Yes,41000000,No
Alphard Allery,Male,158,High,Brown,Yes,38000000,No
Cairistiona Ludovico,Male,155,High,Gray,No,24000000,Yes
Barty Jacobsson,Male,152,Low,Brown,No,121000000,Yes
Haze Jankowski,Male,163,Intermediate,Gray,No,100000000,Yes
Alina Parkinson,Female,154,Intermediate,Blue,Yes,12000000,No
Costanza Tumber,Female,154,Intermediate,Black,Yes,88000000,No
Adler Pulley,Female,184,High,Brown,No,62000000,Yes
Rob King,Female,156,High,Blue,Yes,68000000,No
Gerrie Cutts,Female,154,High,Black,No,37000000,No
Vallie McCrossan,Male,144,Low,Brown,Yes,91000000,No
Teddy Wagg,Female,163,Intermediate,Blue,Yes,16000000,No
Bride Bill,Male,146,Low,Blue,Yes,74000000,No
Miltie Labbey,Female,174,Low,Brown,Yes,79000000,No
Klara Bruckman,Female,151,High,Black,Yes,68000000,No
Ethelred Munslow,Female,167,High,Brown,No,56000000,No
Kalli Antoszczyk,Female,170,High,Gray,Yes,34000000,Yes
David Cicchelli,Male,146,High,Black,Yes,57000000,No
Valentina Herrieven,Male,147,Intermediate,Blue,Yes,127000000,No
Galen Epdell,Female,162,High,Gray,Yes,111000000,No
Archer Cottam,Male,176,Low,Gray,No,1000000,Yes
Tobye Delacroux,Female,151,High,Blue,Yes,18000000,No
Marji Ferrey,Female,157,Intermediate,Brown,No,1000000,Yes
Caron Edmunds,Female,152,Intermediate,Blue,No,60000000,Yes
Josy Narramore,Female,149,Intermediate,Blue,Yes,34000000,No
Vladamir Richards,Female,165,Intermediate,Black,Yes,25000000,No
Yoshiko Winger,Female,165,Low,Black,Yes,142000000,Yes
Ariel Sterre,Female,158,High,Brown,Yes,44000000,No
Lou Hauger,Female,151,Low,Blue,No,95000000,Yes
Christyna Wicks,Female,158,High,Black,Yes,123000000,No
Emilie Stoodley,Male,160,High,Blue,Yes,143000000,No
Gigi Kinkaid,Female,162,Intermediate,Brown,Yes,61000000,No
Goldy Lutwyche,Female,183,Intermediate,Gray,No,16000000,Yes
Tann Trawin,Male,174,High,Black,Yes,28000000,No
Maritsa O'Duggan,Male,162,High,Blue,Yes,105000000,No
Isak Lecordier,Male,159,Low,Brown,No,68000000,Yes
Reinaldos Leethem,Female,163,Intermediate,Black,Yes,50000000,No
Clementius Gilstin,Female,152,Intermediate,Blue,Yes,41000000,No
Yoshiko Tadman,Female,147,Intermediate,Black,No,41000000,No
Pierce Simmgen,Male,181,Intermediate,Gray,No,31000000,Yes
Guthry Clearley,Female,161,Intermediate,Gray,No,93000000,Yes
Emmi L'Episcopio,Female,164,High,Blue,Yes,69000000,No
Carlen Fenkel,Male,163,Low,Blue,Yes,149000000,No
Rea Spinke,Female,151,Low,Gray,No,51000000,Yes
Taddeo Giacomazzo,Male,153,High,Brown,No,18000000,Yes
Harli Jessard,Male,183,High,Brown,No,50000000,Yes
Joyann Asche,Female,159,Low,Blue,No,23000000,No
Erina L' Anglois,Female,154,Low,Black,Yes,31000000,No
Cullin Wittey,Female,177,Low,Brown,Yes,29000000,Yes
Gunter Birchett,Female,160,Low,Brown,Yes,41000000,No
Ellen Youell,Male,157,High,Gray,No,26000000,Yes
Almire Benstead,Female,163,High,Blue,Yes,93000000,No
Devin Labbett,Female,152,High,Gray,No,56000000,No
Estele Dockerty,Female,149,High,Black,Yes,69000000,No
Hilario Toovey,Female,173,Low,Brown,No,59000000,Yes
Worth Roe,Female,146,High,Black,Yes,54000000,No
Bobbee Tomasi,Male,177,Low,Blue,Yes,40000000,No
Jessi Reignould,Male,154,High,Blue,Yes,53000000,No
Desmund Stanett,Female,168,Low,Black,No,135000000,No
Dana Garci,Female,155,Low,Black,Yes,146000000,No
Clo Crummey,Male,154,Low,Brown,No,56000000,Yes
Mimi Sollett,Female,162,Low,Brown,No,19000000,Yes
Selia Tudor,Male,143,High,Blue,Yes,108000000,No
Caro Assante,Male,162,Intermediate,Gray,No,25000000,Yes
Lenci Wathell,Female,155,Low,Black,Yes,106000000,No
Anthea Czajkowski,Male,182,High,Black,No,40000000,No
Edie Spiers,Female,151,Intermediate,Brown,No,47000000,Yes
Henri Whapham,Male,167,Intermediate,Blue,Yes,105000000,No
Joline Baudts,Male,162,Intermediate,Blue,Yes,145000000,No
Matty Fishley,Male,178,Low,Black,Yes,85000000,No
Hayley Alenov,Male,145,Low,Brown,No,8000000,Yes
Ruthe Akers,Female,140,Low,Gray,No,79000000,No
Hewe Chaunce,Female,158,Intermediate,Gray,No,15000000,Yes
Chrisse Gosart,Female,161,High,Blue,No,41000000,No
Pansy Vannuccini,Female,178,Intermediate,Blue,No,34000000,Yes
Crichton Glenton,Female,156,High,Black,Yes,122000000,No
Claresta Leate,Female,180,Intermediate,Brown,No,128000000,No
Stevy Harbar,Male,160,Intermediate,Blue,Yes,15000000,No
Phil Costock,Female,147,Intermediate,Brown,No,41000000,Yes
Derry Pringell,Male,167,Low,Brown,No,116000000,Yes
Gizela Burde,Male,154,Low,Black,No,99000000,No
Collie Gherarducci,Female,176,High,Brown,Yes,56000000,No
Langston Peyton,Female,162,Low,Brown,Yes,3000000,Yes
Luisa Eminson,Female,170,High,Blue,Yes,84000000,No
Domini Barkley,Female,149,High,Black,No,94000000,No
Alethea Farrent,Male,146,Intermediate,Blue,Yes,107000000,No
Serena Andre,Male,156,Intermediate,Gray,Yes,64000000,No
Benyamin Ree,Female,154,Intermediate,Brown,No,40000000,Yes
Wood Peddie,Male,170,Intermediate,Blue,No,93000000,Yes
Beverly Stokes,Female,151,High,Brown,No,70000000,Yes
Patricio Minear,Male,171,Intermediate,Blue,Yes,45000000,No
Jerry Corey,Female,151,Intermediate,Gray,Yes,43000000,No
Dominik Munnery,Male,162,Intermediate,Blue,Yes,126000000,No
Wanids Beushaw,Female,160,Intermediate,Brown,No,42000000,Yes
Latrena Abells,Male,172,High,Blue,Yes,48000000,No
Alva Beckey,Female,161,Intermediate,Blue,Yes,113000000,No
Cortie McSkin,Male,156,Intermediate,Black,No,23000000,Yes
Fidelity Rehorek,Female,173,Low,Brown,No,24000000,Yes
Rebecka Timperley,Male,143,Intermediate,Gray,No,50000000,Yes
Hal Damp,Male,158,Intermediate,Brown,No,55000000,Yes
Gayle Umney,Male,157,High,Blue,Yes,14000000,No
West Snelling,Female,149,Low,Blue,Yes,80000000,No
Hamel Preshous,Female,154,Intermediate,Brown,No,46000000,Yes
Marylynne Pigram,Male,166,Intermediate,Black,No,102000000,Yes
Madelene Patrono,Female,159,Low,Gray,No,20000000,Yes
Corinne Skryne,Female,163,Low,Brown,Yes,50000000,Yes
Kara-lynn Rodgers,Female,140,Low,Black,No,56000000,Yes
Lauree Pudding,Male,174,High,Gray,Yes,32000000,Yes
Annalee Allcoat,Female,162,Intermediate,Black,Yes,53000000,No
Wallace Lemmanbie,Female,171,Intermediate,Brown,No,104000000,Yes
Lethia Kilgour,Female,176,Low,Blue,Yes,86000000,No
Hillier Thompson,Male,151,Intermediate,Blue,Yes,143000000,No
Saundra Titmus,Female,145,Intermediate,Gray,No,100000000,Yes
Theresita Guiden,Female,159,Low,Blue,Yes,138000000,No
Loren Stoacley,Male,146,High,Blue,Yes,65000000,No
Nomi Moar,Female,184,High,Blue,No,89000000,No
Heinrick Dashwood,Female,174,Low,Gray,No,137000000,Yes
Toddy Samms,Male,155,Low,Blue,No,55000000,No
Tobit Nicolls,Female,170,Intermediate,Gray,No,33000000,Yes
Lina Emons,Male,150,Low,Brown,Yes,140000000,Yes
Alf Splevings,Male,185,Intermediate,Gray,No,62000000,Yes
Pat Kinnon,Female,140,Intermediate,Black,Yes,48000000,No
Lucius Tatem,Female,160,High,Blue,Yes,53000000,No
Margo Owbridge,Female,141,Low,Gray,Yes,101000000,Yes
Dionne Discombe,Male,144,Low,Brown,Yes,90000000,No
Caralie Stogill,Male,155,Intermediate,Blue,Yes,21000000,No
Lesley Canning,Male,142,Intermediate,Blue,Yes,8000000,No
Jessica Luxmoore,Female,150,High,Black,No,87000000,No
Pietra Perche,Male,144,Intermediate,Blue,Yes,26000000,No
Galvin Groucock,Male,146,High,Black,Yes,79000000,No
Georg Honisch,Male,159,Intermediate,Gray,No,142000000,Yes
Forrest Westover,Male,157,Low,Brown,Yes,108000000,No
Cross Coulbeck,Female,149,Low,Gray,Yes,75000000,No
Kailey Joskowitz,Female,160,High,Black,Yes,28000000,No
Salomon Plaide,Male,163,Intermediate,Blue,Yes,10000000,No
Lyn Tregaskis,Male,155,Intermediate,Blue,Yes,10000000,No
Evelyn Farrar,Male,154,Low,Black,No,104000000,No
Sybila Chieco,Female,152,High,Blue,Yes,121000000,No
Barbee Raubenheimer,Male,140,Low,Brown,No,31000000,Yes
Gabrielle Ghent,Female,184,Low,Gray,No,42000000,Yes
Enrique Hellikes,Female,183,Intermediate,Blue,No,40000000,Yes
Cody Markova,Female,150,Low,Black,No,17000000,Yes
Francis Tiernan,Female,185,High,Brown,No,1000000,Yes
Waldon Ambroix,Male,140,High,Gray,Yes,12000000,Yes
Poppy Naper,Female,158,Intermediate,Brown,No,40000000,Yes
Nels Goldthorp,Male,169,Intermediate,Blue,Yes,51000000,No
Tarrance Pritty,Male,151,High,Brown,Yes,92000000,No
Nanny Showell,Female,152,High,Black,Yes,134000000,No
Lanie Streetfield,Male,160,Intermediate,Black,Yes,5000000,Yes
Starlin Peirone,Male,162,Intermediate,Brown,Yes,24000000,No
Hurleigh Sinnock,Female,146,Intermediate,Black,No,110000000,No
Joanie Silverton,Female,157,Low,Brown,No,30000000,Yes
Bee Janauschek,Female,152,High,Blue,Yes,74000000,No
Pauly Blazewicz,Female,164,Low,Blue,No,34000000,No
Dania Broadway,Female,153,High,Gray,No,72000000,Yes
Darrel Gricewood,Male,143,Intermediate,Blue,Yes,110000000,No
Julianna Saul,Female,157,Intermediate,Black,No,31000000,Yes
Hughie Orsman,Male,151,Low,Blue,No,84000000,Yes
Renard McKag,Female,146,Intermediate,Blue,Yes,32000000,No
Maxie Kops,Male,152,Low,Gray,No,21000000,Yes
Rodolphe Mullis,Male,143,High,Blue,Yes,74000000,No
Pen Monks,Female,156,Intermediate,Black,Yes,58000000,No
Constantine Hartford,Female,164,High,Brown,No,41000000,Yes
Erica Videneev,Male,174,Intermediate,Brown,No,20000000,Yes
Kippy Yitzhak,Male,146,Intermediate,Blue,Yes,4000000,No
Willdon Taysbil,Female,158,Intermediate,Blue,Yes,45000000,No
Ephrayim Kareman,Male,164,Low,Brown,No,48000000,Yes
Skyler Ravenscraft,Male,163,High,Gray,Yes,70000000,No
Augusto Croxton,Female,153,High,Brown,No,45000000,Yes
Katharine Habergham,Female,178,High,Brown,Yes,2000000,Yes
Cammy Devlin,Male,150,High,Blue,No,75000000,No
Kylie Callway,Female,181,Low,Black,Yes,61000000,No
Domeniga Corry,Male,163,Intermediate,Blue,No,20000000,Yes
Max Pond,Female,163,Intermediate,Brown,No,21000000,Yes
Shanie Gallelli,Male,147,High,Blue,No,94000000,Yes
Lenard Eakins,Male,150,Intermediate,Blue,No,141000000,No
Wylma McWhannel,Male,147,Intermediate,Blue,No,35000000,Yes
Alanson Jurgensen,Male,160,Low,Gray,No,16000000,Yes
Red Eblein,Male,171,Low,Gray,Yes,41000000,Yes
Vin Atto,Male,141,High,Brown,Yes,47000000,No
Ralf Swayton,Female,144,Intermediate,Black,No,29000000,No
Adria Zanotti,Male,140,High,Brown,Yes,23000000,Yes
Britta Borge,Male,151,Intermediate,Gray,Yes,31000000,Yes
Rance Wyper,Female,160,Intermediate,Black,Yes,46000000,No
Brigham Hales,Male,150,Low,Brown,No,31000000,Yes
Saleem Tunny,Female,180,Intermediate,Gray,No,48000000,Yes
Dawn Hawkin,Male,175,Intermediate,Brown,Yes,28000000,Yes
Ermanno Aiskrigg,Female,160,High,Blue,Yes,70000000,No
Desiree Andrelli,Male,160,Low,Black,No,36000000,Yes
Mavra Bloodworthe,Female,163,Intermediate,Brown,No,1000000,Yes
Jacky Carlino,Female,184,Intermediate,Brown,No,27000000,Yes
Gilbertina Bagniuk,Male,147,High,Gray,Yes,65000000,No
Carola McGlone,Female,181,Intermediate,Black,No,13000000,No
Sonia Frantzen,Female,144,Low,Gray,Yes,140000000,No
Constantino Loade,Male,143,Low,Black,No,99000000,Yes
Tatiania Tunmore,Female,141,High,Black,Yes,59000000,No
Lynnette O'Teague,Male,150,Intermediate,Brown,Yes,51000000,Yes
Thain Dane,Female,150,Intermediate,Black,No,89000000,No
Lizzie Peinke,Female,160,High,Gray,No,108000000,No
Clive Haberfield,Male,172,Low,Black,No,14000000,Yes
Coralie Casella,Male,159,Low,Brown,Yes,7000000,Yes
Tadio Jailler,Male,165,High,Gray,No,19000000,Yes
Pearce Hammond,Male,148,Low,Blue,Yes,91000000,No
Morton Boatswain,Male,147,High,Black,Yes,14000000,No
Stephine Maisey,Female,156,Intermediate,Black,Yes,137000000,No
Sidnee Chalkly,Male,153,Low,Brown,No,22000000,Yes
Sayre Pigney,Female,140,High,Brown,No,55000000,Yes
Donaugh Croxley,Male,170,High,Black,Yes,124000000,No
Alikee Rock,Female,142,Intermediate,Brown,No,49000000,Yes
Tory Adenet,Female,161,High,Gray,Yes,69000000,Yes
Mag Camacke,Female,147,Low,Black,Yes,79000000,No
Daron MacCoveney,Female,181,High,Brown,No,12000000,Yes
Ariadne Yakutin,Male,168,Low,Gray,No,11000000,Yes
Boot Beeho,Male,154,High,Gray,No,42000000,Yes
Happy Lambrecht,Female,170,High,Gray,Yes,9000000,No
Fiann Dongate,Female,170,High,Black,No,1000000,Yes
Barry Riden,Female,178,Intermediate,Brown,No,48000000,Yes
Shandra Willoughey,Female,151,Intermediate,Black,Yes,54000000,No
Dimitry Dassindale,Female,151,Intermediate,Blue,Yes,29000000,No
Dur Silmon,Female,165,Intermediate,Blue,Yes,59000000,No
Ewan Walkden,Male,176,Intermediate,Brown,No,6000000,Yes
Giovanni Dreng,Male,170,Low,Brown,No,54000000,Yes
Jillana Spere,Male,158,Intermediate,Gray,No,142000000,Yes
Shandy Ascroft,Male,164,Intermediate,Brown,No,20000000,Yes
Clare Gimenez,Male,176,High,Black,Yes,143000000,No
Quinlan Blunn,Female,158,Low,Black,Yes,23000000,No
Sophi Rosterne,Female,156,Low,Gray,Yes,57000000,Yes
Base Pitcher,Male,170,Intermediate,Gray,No,7000000,Yes
Ronna Gerrets,Female,151,High,Black,No,115000000,No
Brigid Leinthall,Male,165,Low,Brown,No,72000000,Yes
Maye Duncombe,Male,151,Intermediate,Gray,Yes,64000000,No
Myles Lornsen,Female,161,High,Blue,Yes,134000000,No
Sapphira Fluck,Female,172,Intermediate,Brown,Yes,50000000,Yes
Evelyn Avrahamian,Female,161,Intermediate,Brown,No,90000000,Yes
Annetta Valentin,Female,181,Low,Blue,Yes,44000000,No
Ingram Fawckner,Female,179,Low,Gray,No,6000000,Yes
Cletis Cootes,Male,182,Low,Blue,Yes,101000000,No
Inness Aitchison,Female,156,High,Brown,No,7000000,Yes
Tammy Burgwyn,Female,171,High,Gray,No,39000000,Yes
Berte Tethcote,Male,158,Low,Gray,No,13000000,Yes
Chrissy Dowson,Female,151,Low,Gray,Yes,55000000,Yes
Othella Lilburn,Male,164,Intermediate,Black,No,115000000,Yes
Melloney Shaefer,Female,154,Low,Brown,Yes,65000000,No
Drew Elphey,Male,163,Intermediate,Brown,No,47000000,Yes
Ailyn Esmond,Male,167,High,Gray,No,47000000,Yes
Meara Kelsey,Male,168,High,Gray,Yes,122000000,Yes
Yolande Bravery,Male,185,Low,Blue,Yes,60000000,No
Tanny Stratford,Female,154,Intermediate,Brown,No,53000000,Yes
Ulick Cogan,Female,153,Low,Brown,No,106000000,Yes
Elayne Brickham,Male,157,Low,Blue,Yes,48000000,No
Zea Gracewood,Female,158,High,Black,Yes,142000000,No
Sebastiano Scally,Female,143,Intermediate,Blue,No,56000000,No
Marlowe Fitzsymon,Female,152,High,Black,Yes,136000000,No
Basia Gwalter,Female,176,Low,Brown,No,23000000,Yes
Ky Condie,Female,168,Low,Black,Yes,21000000,Yes
Broderic Corder,Male,177,High,Black,Yes,88000000,No
Julia Pellew,Male,177,High,Gray,No,2000000,Yes
Pegeen Mulbery,Male,142,High,Blue,No,33000000,Yes
Gunar Shapland,Male,162,High,Gray,No,31000000,Yes
Wilhelmine Briggs,Male,175,Intermediate,Black,Yes,18000000,No
Sue Bellini,Male,165,High,Gray,No,1000000,Yes
Lincoln Reihill,Male,177,Intermediate,Blue,Yes,97000000,No
Carlee Poole,Female,168,Low,Brown,Yes,34000000,Yes
Lorelle Hess,Male,141,High,Black,Yes,106000000,No
Gabbi Garfitt,Male,145,Intermediate,Blue,Yes,87000000,No
Felicity Duhig,Female,147,High,Blue,Yes,66000000,No
Karyn Duchateau,Female,175,High,Gray,No,77000000,Yes
Lucian Pactat,Male,177,Low,Blue,Yes,97000000,No
Gweneth Mucillo,Female,142,High,Gray,No,1000000,Yes
Dagny Borg-Bartolo,Female,159,Low,Black,No,68000000,No
Alfonse Justice,Female,160,High,Gray,Yes,87000000,No
Cecile Mielnik,Male,160,Intermediate,Black,No,132000000,No
Gates Stammers,Male,165,Low,Brown,No,38000000,Yes
Aurelea Galey,Male,153,High,Gray,Yes,103000000,No
